,seq,ni,no1,no2,F1_emp,F2_emp,F1_model
641,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 1)",1147,659,393,0.24900181672103994,0.07910101246824475,0.5522713
642,"(1, 0, 1, 0, 0, 0, 0, 0, 1, 0)",900,244,206,-0.49970848848353056,-0.3222597842931463,-0.16460562
643,"(1, 0, 1, 0, 0, 0, 0, 0, 1, 1)",788,284,146,-0.21573858199714335,-0.5318070540173152,0.20961502
644,"(1, 0, 1, 0, 0, 0, 0, 1, 0, 0)",1980,1026,622,0.1455787218100878,-0.008283847861275229,-0.2324419
645,"(1, 0, 1, 0, 0, 0, 0, 1, 0, 1)",1763,800,470,0.013060269081702991,-0.17195446250049629,0.13037291
646,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0)",1233,397,285,-0.32902564060081496,-0.31349771359565803,-0.48371935
647,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 1)",1334,453,267,-0.27605081421292166,-0.4571729102736706,-0.2010526
648,"(1, 0, 1, 0, 0, 0, 1, 0, 0, 0)",1092,2118,1448,1.4645566286718408,1.4304741341939664,1.2810318
649,"(1, 0, 1, 0, 0, 0, 1, 0, 0, 1)",933,1751,1430,1.4315753918475744,1.5751790213774308,1.2950071
650,"(1, 0, 1, 0, 0, 0, 1, 0, 1, 0)",708,1257,964,1.3759614693083386,1.456799254856681,1.2565475
651,"(1, 0, 1, 0, 0, 0, 1, 0, 1, 1)",655,1022,811,1.246872535587618,1.3618662312674115,1.2828267
652,"(1, 0, 1, 0, 0, 0, 1, 1, 0, 0)",1818,3220,2553,1.373943529393157,1.487900538124185,1.2486266
653,"(1, 0, 1, 0, 0, 0, 1, 1, 0, 1)",1254,2339,1744,1.4255539153659433,1.478145663120466,1.278856
654,"(1, 0, 1, 0, 0, 0, 1, 1, 1, 0)",991,1823,1340,1.4116026219294842,1.4499744560466283,1.1967642
655,"(1, 0, 1, 0, 0, 0, 1, 1, 1, 1)",777,1537,1106,1.4840501844672782,1.5012090885800677,1.252483
656,"(1, 0, 1, 0, 0, 1, 0, 0, 0, 0)",1890,362,303,-0.8479196758135263,-0.6793066872024132,-0.7057984
657,"(1, 0, 1, 0, 0, 1, 0, 0, 0, 1)",1705,452,257,-0.52347604398851,-0.7404204630801843,-0.55560434
658,"(1, 0, 1, 0, 0, 1, 0, 0, 1, 0)",1391,341,189,-0.6011475452516795,-0.8429460886840561,-0.7825004
659,"(1, 0, 1, 0, 0, 1, 0, 0, 1, 1)",1033,174,124,-0.9738655225647801,-0.9643496377162508,-0.6948993
660,"(1, 0, 1, 0, 0, 1, 0, 1, 0, 0)",2727,561,364,-0.7772836104895813,-0.8628999853310386,-0.794387
661,"(1, 0, 1, 0, 0, 1, 0, 1, 0, 1)",2493,517,322,-0.7691293254004183,-0.8954641229675024,-0.717371
662,"(1, 0, 1, 0, 0, 1, 0, 1, 1, 0)",2075,366,183,-0.9302978376511286,-1.2747358066269712,-0.83142424
663,"(1, 0, 1, 0, 0, 1, 0, 1, 1, 1)",1607,273,196,-0.9670797847707611,-0.9510160409511004,-0.789003
664,"(1, 0, 1, 0, 0, 1, 1, 0, 0, 0)",1615,1560,958,0.7679112400144718,0.6267085158522202,1.0388873
665,"(1, 0, 1, 0, 0, 1, 1, 0, 0, 1)",1589,1854,921,0.9566892384073388,0.6035826083921392,1.1679834
666,"(1, 0, 1, 0, 0, 1, 1, 0, 1, 0)",1126,1012,691,0.6958955487889875,0.6607981216277159,0.84504884
667,"(1, 0, 1, 0, 0, 1, 1, 0, 1, 1)",1039,1289,742,1.0179600638003798,0.8122467326321634,1.0546349
668,"(1, 0, 1, 0, 0, 1, 1, 1, 0, 0)",2464,2621,1356,0.864284136426935,0.5516112534079012,0.78967965
669,"(1, 0, 1, 0, 0, 1, 1, 1, 0, 1)",2220,1813,993,0.6001153653607348,0.34455106281196923,1.0201027
670,"(1, 0, 1, 0, 0, 1, 1, 1, 1, 0)",1624,1436,856,0.6795883498952675,0.5087015038837644,0.49307272
671,"(1, 0, 1, 0, 0, 1, 1, 1, 1, 1)",1417,1105,604,0.5540410335702877,0.2967524309885913,0.8162359
672,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0)",117,26,27,-0.6723091998812554,-0.28995343424063824,-0.33325857
673,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 1)",112,13,28,-1.2857919305170016,-0.21156530867604384,0.005030036
674,"(1, 0, 1, 0, 1, 0, 0, 0, 1, 0)",98,12,21,-1.2276319340929727,-0.35555071672645155,-0.55323386
675,"(1, 0, 1, 0, 1, 0, 0, 0, 1, 1)",45,5,8,-1.2343433686809597,-0.4828901391030529,-0.3049844
676,"(1, 0, 1, 0, 1, 0, 0, 1, 0, 0)",151,58,41,-0.14380451836047659,-0.13768422251308543,-0.5910144
677,"(1, 0, 1, 0, 1, 0, 0, 1, 0, 1)",151,41,29,-0.48367234398282766,-0.4741564591342984,-0.36403376
678,"(1, 0, 1, 0, 1, 0, 0, 1, 1, 0)",156,33,26,-0.7273467221520662,-0.6118822592941564,-0.71610487
679,"(1, 0, 1, 0, 1, 0, 0, 1, 1, 1)",81,11,10,-1.1192740388961724,-0.8602972944160601,-0.57376635
680,"(1, 0, 1, 0, 1, 0, 1, 0, 0, 0)",117,215,181,1.4071323417985806,1.5818487426609533,1.2333481
681,"(1, 0, 1, 0, 1, 0, 1, 0, 0, 1)",53,59,35,0.9078990742379067,0.7430615719416582,1.2711544
682,"(1, 0, 1, 0, 1, 0, 1, 0, 1, 0)",43,93,86,1.561643706931823,1.8302451647861453,1.169123
683,"(1, 0, 1, 0, 1, 0, 1, 0, 1, 1)",59,153,109,1.7451465987716088,1.754662483620138,1.2381558
684,"(1, 0, 1, 0, 1, 0, 1, 1, 0, 0)",155,220,149,1.1508452528482962,1.1093059668965413,1.1488743
685,"(1, 0, 1, 0, 1, 0, 1, 1, 0, 1)",152,168,124,0.9019993521107185,0.9464024959596883,1.227538
686,"(1, 0, 1, 0, 1, 0, 1, 1, 1, 0)",167,228,144,1.1122965827310611,1.001296443067138,1.0222735
687,"(1, 0, 1, 0, 1, 0, 1, 1, 1, 1)",80,154,75,1.4515145208268883,1.084810865663715,1.1587012
688,"(1, 0, 1, 0, 1, 1, 0, 0, 0, 0)",156,23,17,-1.075653416420282,-1.0173473674023206,-0.81044984
689,"(1, 0, 1, 0, 1, 1, 0, 0, 0, 1)",85,7,15,-1.5723671959935916,-0.5332318939639038,-0.74813354
690,"(1, 0, 1, 0, 1, 1, 0, 0, 1, 0)",101,11,19,-1.3375276049161904,-0.48071385968045743,-0.8400893
691,"(1, 0, 1, 0, 1, 1, 0, 0, 1, 1)",121,20,10,-0.9569600484297531,-1.2575990918850635,-0.8061236
692,"(1, 0, 1, 0, 1, 1, 0, 1, 0, 0)",224,46,11,-0.7634142419142811,-1.7826670723665972,-0.8445598
693,"(1, 0, 1, 0, 1, 1, 0, 1, 0, 1)",189,17,17,-1.5541137556842408,-1.2081256342144986,-0.8150116
694,"(1, 0, 1, 0, 1, 1, 0, 1, 1, 0)",77,20,4,-0.5096478303860883,-1.598744234205669,-0.8582865
695,"(1, 0, 1, 0, 1, 1, 0, 1, 1, 1)",157,16,9,-1.4268431303906703,-1.6114832599830984,-0.84253895
696,"(1, 0, 1, 0, 1, 1, 1, 0, 0, 0)",116,118,91,0.8194881168938536,0.9081413223011068,0.6913595
697,"(1, 0, 1, 0, 1, 1, 1, 0, 0, 1)",73,99,62,1.103643651364002,0.9875963132371854,0.95619893
698,"(1, 0, 1, 0, 1, 1, 1, 0, 1, 0)",106,51,41,0.08095344269960159,0.2133674638712847,0.370253
699,"(1, 0, 1, 0, 1, 1, 1, 0, 1, 1)",79,83,40,0.8513287227495124,0.4800721120802487,0.7211712
700,"(1, 0, 1, 0, 1, 1, 1, 1, 0, 0)",253,176,139,0.44135402413537295,0.5528348356405903,0.29172054
701,"(1, 0, 1, 0, 1, 1, 1, 1, 0, 1)",130,110,60,0.6368714366912629,0.38420322102198234,0.65661615
702,"(1, 0, 1, 0, 1, 1, 1, 1, 1, 0)",145,161,63,0.906528272104128,0.323803141701158,-0.05600965
703,"(1, 0, 1, 0, 1, 1, 1, 1, 1, 1)",133,95,54,0.4690469500970052,0.2580200653313822,0.32875043
704,"(1, 0, 1, 1, 0, 0, 0, 0, 0, 0)",791,745,441,0.7427027669694154,0.5652751703130948,0.50609374
705,"(1, 0, 1, 1, 0, 0, 0, 0, 0, 1)",836,696,384,0.619499898851129,0.3719459438481315,0.8259188
706,"(1, 0, 1, 1, 0, 0, 0, 0, 1, 0)",567,376,282,0.39266232730693973,0.4518521589719089,0.15937743
707,"(1, 0, 1, 1, 0, 0, 0, 0, 1, 1)",494,216,184,-0.022121850448150404,0.16432474255945717,0.5404623
708,"(1, 0, 1, 1, 0, 0, 0, 1, 0, 0)",1261,1032,677,0.6023079845985605,0.5272209248890598,0.080619425
709,"(1, 0, 1, 1, 0, 0, 0, 1, 0, 1)",1029,1104,641,0.872825091308252,0.6758009025161024,0.46653226
710,"(1, 0, 1, 1, 0, 0, 0, 1, 1, 0)",799,480,340,0.29379410101791414,0.2957974296654121,-0.24316901
711,"(1, 0, 1, 1, 0, 0, 0, 1, 1, 1)",606,341,145,0.22882050458318737,-0.27639548930133917,0.117479175
712,"(1, 0, 1, 1, 0, 0, 1, 0, 0, 0)",650,1401,1105,1.5696839839660464,1.6785222199235335,1.2937117
713,"(1, 0, 1, 1, 0, 0, 1, 0, 0, 1)",631,1334,944,1.5503357352675728,1.550822213396708,1.3012596
714,"(1, 0, 1, 1, 0, 0, 1, 0, 1, 0)",383,643,610,1.3195947320967072,1.612981086633691,1.2803783
715,"(1, 0, 1, 1, 0, 0, 1, 0, 1, 1)",385,753,505,1.4720935571232057,1.4192259798724574,1.2946837
716,"(1, 0, 1, 1, 0, 0, 1, 1, 0, 0)",897,1975,1761,1.5911983685856939,1.822561418243748,1.2760347
717,"(1, 0, 1, 1, 0, 0, 1, 1, 0, 1)",865,1514,1121,1.3618243679611148,1.407509857570029,1.2925324
718,"(1, 0, 1, 1, 0, 0, 1, 1, 1, 0)",671,1365,1099,1.5119222581876661,1.641333798313135,1.2472241
719,"(1, 0, 1, 1, 0, 0, 1, 1, 1, 1)",500,888,718,1.3760296930091203,1.5097819366860046,1.2781513
720,"(1, 0, 1, 1, 0, 1, 0, 0, 0, 0)",1325,256,153,-0.8383075272705076,-1.0044428882823562,-0.57983565
721,"(1, 0, 1, 1, 0, 1, 0, 0, 0, 1)",1133,318,169,-0.46577682292277234,-0.7491813671876131,-0.3463664
722,"(1, 0, 1, 1, 0, 1, 0, 0, 1, 0)",849,140,123,-0.9939379005261133,-0.7764281038295027,-0.70944846
723,"(1, 0, 1, 1, 0, 1, 0, 0, 1, 1)",678,136,116,-0.7981016431504908,-0.6099205127111174,-0.5620173
724,"(1, 0, 1, 1, 0, 1, 0, 1, 0, 0)",1707,359,219,-0.754435784318279,-0.900924147946331,-0.73022056
725,"(1, 0, 1, 1, 0, 1, 0, 1, 0, 1)",1640,224,147,-1.1844221303055904,-1.2573221372761534,-0.5989145
726,"(1, 0, 1, 1, 0, 1, 0, 1, 1, 0)",1211,267,130,-0.7065016275383227,-1.0763031633782854,-0.7961832
727,"(1, 0, 1, 1, 0, 1, 0, 1, 1, 1)",1154,217,104,-0.8648220015867245,-1.249368592748548,-0.72078824
728,"(1, 0, 1, 1, 0, 1, 1, 0, 0, 0)",912,1415,846,1.241393952238777,1.0734914941069085,1.1553643
729,"(1, 0, 1, 1, 0, 1, 1, 0, 0, 1)",943,1577,983,1.3163258938403994,1.1900264109565755,1.2309525
730,"(1, 0, 1, 1, 0, 1, 1, 0, 1, 0)",651,961,631,1.191508447319134,1.117371512270027,1.0332097
731,"(1, 0, 1, 1, 0, 1, 1, 0, 1, 1)",525,866,464,1.3022763226229124,1.025262872899469,1.1648201
732,"(1, 0, 1, 1, 0, 1, 1, 1, 0, 0)",1460,2364,1542,1.2841954477554143,1.2031341206622839,0.99623525
733,"(1, 0, 1, 1, 0, 1, 1, 1, 0, 1)",1336,1596,893,0.9802371296931497,0.7460488781213935,1.1439966
734,"(1, 0, 1, 1, 0, 1, 1, 1, 1, 0)",1048,1230,767,0.9625280763682367,0.8367238048011976,0.78020424
735,"(1, 0, 1, 1, 0, 1, 1, 1, 1, 1)",837,811,543,0.7710207982596753,0.7164578264236823,1.0140905
736,"(1, 0, 1, 1, 1, 0, 0, 0, 0, 0)",27,22,8,0.6058282643340261,0.01354674721083815,-0.042891145
737,"(1, 0, 1, 1, 1, 0, 0, 0, 0, 1)",14,8,1,0.29171293481408966,-0.866376340492442,0.34254062
738,"(1, 0, 1, 1, 1, 0, 0, 0, 1, 0)",47,20,11,-0.024140014604387527,-0.23776768107006796,-0.3428797
739,"(1, 0, 1, 1, 1, 0, 0, 0, 1, 1)",25,7,1,-0.3761164377615658,-1.4164226774117141,-0.0074372888
740,"(1, 0, 1, 1, 1, 0, 0, 1, 0, 0)",101,57,15,0.23800875584222858,-0.7038574109946671,-0.3991503
741,"(1, 0, 1, 1, 1, 0, 0, 1, 0, 1)",35,31,7,0.6847555229236969,-0.35555071672645155,-0.08223432
742,"(1, 0, 1, 1, 1, 0, 0, 1, 1, 0)",44,6,2,-1.058213782134926,-1.5595235210523875,-0.5968189
743,"(1, 0, 1, 1, 1, 0, 0, 1, 1, 1)",50,6,7,-1.1833769250889319,-0.7038574109946671,-0.37327373
744,"(1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",52,53,54,0.8212306915922329,1.1855679517301716,1.2676144
745,"(1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",47,142,73,1.8941821779320966,1.5813907623461014,1.2883497
746,"(1, 0, 1, 1, 1, 0, 1, 0, 1, 0)",38,41,59,0.8766465307338023,1.579309596142277,1.2316008
747,"(1, 0, 1, 1, 1, 0, 1, 0, 1, 1)",31,63,63,1.4956857391400256,1.841673860609768,1.2702701
748,"(1, 0, 1, 1, 1, 0, 1, 1, 0, 0)",103,337,242,1.9811935549217266,1.9971972242489984,1.2200351
749,"(1, 0, 1, 1, 1, 0, 1, 1, 0, 1)",66,166,154,1.7158397516058694,1.9872591775781032,1.2643976
750,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0)",65,233,188,2.0682049319113562,2.2006189530830396,1.1453154
751,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 1)",52,43,22,0.6164362789462198,0.31372898242685054,1.2256608
752,"(1, 0, 1, 1, 1, 1, 0, 0, 0, 0)",73,22,23,-0.3660323186949397,0.02251541719359862,-0.75859535
753,"(1, 0, 1, 1, 1, 1, 0, 0, 0, 1)",82,21,10,-0.5252595958582016,-0.8724186549484045,-0.6504432
754,"(1, 0, 1, 1, 1, 1, 0, 0, 1, 0)",66,11,12,-0.9172474110228854,-0.4912165818796066,-0.81189215
755,"(1, 0, 1, 1, 1, 1, 0, 0, 1, 1)",55,6,1,-1.2769029830997554,-2.183677830125381,-0.75091827
756,"(1, 0, 1, 1, 1, 1, 0, 1, 0, 0)",91,14,18,-1.0111998173667498,-0.42882291783277715,-0.8200389
757,"(1, 0, 1, 1, 1, 1, 0, 1, 0, 1)",147,28,6,-0.8273778851975606,-1.902775444658979,-0.7667184
758,"(1, 0, 1, 1, 1, 1, 0, 1, 1, 0)",61,2,7,-2.2259835377969015,-0.8991661633154329,-0.8452326
759,"(1, 0, 1, 1, 1, 1, 0, 1, 1, 1)",122,21,20,-0.9186033434340213,-0.6191352375991719,-0.81635225
760,"(1, 0, 1, 1, 1, 1, 1, 0, 0, 0)",83,107,39,1.0538529868609865,0.4065893353204453,0.9281055
761,"(1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",103,235,165,1.6219794644643177,1.6161235692649933,1.1045885
762,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 0)",52,21,51,-0.07671090161372551,1.1294784850791282,0.6807662
763,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 1)",23,38,21,1.2880463743617812,1.0615153030601927,0.94910765
764,"(1, 0, 1, 1, 1, 1, 1, 1, 0, 0)",104,204,112,1.471588187560965,1.2219541486046397,0.61370516
765,"(1, 0, 1, 1, 1, 1, 1, 1, 0, 1)",87,97,52,0.9101692227724457,0.641481779123738,0.90323836
766,"(1, 0, 1, 1, 1, 1, 1, 1, 1, 0)",59,78,23,1.0776418488250012,0.23223594817566762,0.27878135
767,"(1, 0, 1, 1, 1, 1, 1, 1, 1, 1)",48,55,37,0.9360699512046029,0.8942925416655818,0.64567906
768,"(1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",1922,2129,1434,0.9047740716947715,0.8558050626547643,0.94795483
769,"(1, 1, 0, 0, 0, 0, 0, 0, 0, 1)",1544,1946,1316,1.0338043746204342,0.9888591924612578,1.1162119
770,"(1, 1, 0, 0, 0, 0, 0, 0, 1, 0)",1561,1164,715,0.5092925941802502,0.36848451661083703,0.70922863
771,"(1, 1, 0, 0, 0, 0, 0, 0, 1, 1)",1227,1185,770,0.7677380294306634,0.6830729449060642,0.9680681
772,"(1, 1, 0, 0, 0, 0, 0, 1, 0, 0)",2970,3253,2367,0.8935249708964559,0.9216738005911113,0.6439081
773,"(1, 1, 0, 0, 0, 0, 0, 1, 0, 1)",2160,2856,1947,1.0817396043039675,1.044758807745417,0.92410856
774,"(1, 1, 0, 0, 0, 0, 0, 1, 1, 0)",1687,1667,1069,0.7906194663428701,0.692640932349872,0.31380585
775,"(1, 1, 0, 0, 0, 0, 0, 1, 1, 1)",1737,1636,1017,0.7426688301258779,0.6136315713349534,0.67508405
776,"(1, 1, 0, 0, 0, 0, 1, 0, 0, 0)",1563,2855,2285,1.404713960934299,1.5280836032993221,1.3034507
777,"(1, 1, 0, 0, 0, 0, 1, 0, 0, 1)",1294,2371,2016,1.4077613445640584,1.5916272438703962,1.3060367
778,"(1, 1, 0, 0, 0, 0, 1, 0, 1, 0)",989,1926,1739,1.4685532838658113,1.7124621291297617,1.2988534
779,"(1, 1, 0, 0, 0, 0, 1, 0, 1, 1)",1047,1696,1435,1.2845169589333192,1.4635045647770046,1.3037843
780,"(1, 1, 0, 0, 0, 0, 1, 1, 0, 0)",2284,4340,3471,1.444277270551369,1.5668914525017583,1.2973478
781,"(1, 1, 0, 0, 0, 0, 1, 1, 0, 1)",1651,3203,2325,1.4649519126874069,1.490690059047509,1.3030457
782,"(1, 1, 0, 0, 0, 0, 1, 1, 1, 0)",1437,2256,1947,1.253321797116624,1.452076625971311,1.2872585
783,"(1, 1, 0, 0, 0, 0, 1, 1, 1, 1)",1325,2370,1854,1.3836834738996782,1.4842444843455502,1.2980821
784,"(1, 1, 0, 0, 0, 1, 0, 0, 0, 0)",3010,1355,816,0.004805498598687508,-0.15586175357190823,-0.18912798
785,"(1, 1, 0, 0, 0, 1, 0, 0, 0, 1)",2749,2064,1152,0.5160678733145965,0.27929300965826476,0.18141806
786,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 0)",1997,723,366,-0.21257200824270206,-0.546013431104106,-0.45274675
787,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 1)",1774,836,463,0.05080692716003954,-0.19314446963343834,-0.1566047
788,"(1, 1, 0, 0, 0, 1, 0, 1, 0, 0)",3954,1291,817,-0.3162506372791267,-0.4273468635491846,-0.50000226
789,"(1, 1, 0, 0, 0, 1, 0, 1, 0, 1)",3396,1339,755,-0.12768451663554647,-0.35407991193122834,-0.22486931
790,"(1, 1, 0, 0, 0, 1, 0, 1, 1, 0)",2897,812,470,-0.46850645475273667,-0.6683913488143873,-0.6608796
791,"(1, 1, 0, 0, 0, 1, 0, 1, 1, 1)",2520,701,434,-0.4759389645820282,-0.608538216049413,-0.47835374
792,"(1, 1, 0, 0, 0, 1, 1, 0, 0, 0)",2391,4026,2877,1.3234304043610123,1.3334924524266134,1.2538586
793,"(1, 1, 0, 0, 0, 1, 1, 0, 0, 1)",2216,3555,2461,1.2750199455975642,1.25334577717791,1.2814806
794,"(1, 1, 0, 0, 0, 1, 1, 0, 1, 0)",1541,2358,2006,1.2276960838644806,1.412087474722886,1.2063097
795,"(1, 1, 0, 0, 0, 1, 1, 0, 1, 1)",1292,2256,1643,1.3596099566257585,1.3886938768940904,1.2573862
796,"(1, 1, 0, 0, 0, 1, 1, 1, 0, 0)",3865,5760,4332,1.2014292485441873,1.2625664420214557,1.1911526
797,"(1, 1, 0, 0, 0, 1, 1, 1, 0, 1)",2826,4118,2840,1.1789328953225708,1.15346670421042,1.2495897
798,"(1, 1, 0, 0, 0, 1, 1, 1, 1, 0)",2349,3764,2905,1.2738710916758698,1.3608889170418461,1.0945336
799,"(1, 1, 0, 0, 0, 1, 1, 1, 1, 1)",1794,2813,1905,1.2521404953320354,1.208528463341591,1.1985185
800,"(1, 1, 0, 0, 1, 0, 0, 0, 0, 0)",262,196,123,0.5135882551403044,0.39665421347709484,0.5308795
801,"(1, 1, 0, 0, 1, 0, 0, 0, 0, 1)",106,129,73,0.9972441745737566,0.7797629387920861,0.84415066
802,"(1, 1, 0, 0, 1, 0, 0, 0, 1, 0)",102,49,45,0.07983257577859071,0.34243908830928194,0.18616033
803,"(1, 1, 0, 0, 1, 0, 0, 0, 1, 1)",83,49,34,0.28374476516491287,0.27305794269592276,0.5647588
804,"(1, 1, 0, 0, 1, 0, 0, 1, 0, 0)",253,174,175,0.42999026548505787,0.7816764080694378,0.10710278
805,"(1, 1, 0, 0, 1, 0, 0, 1, 0, 1)",136,161,126,0.9701539679843396,1.072732840680289,0.49181667
806,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0)",123,56,64,0.025308260809593586,0.5026323843404228,-0.22089612
807,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 1)",198,75,62,-0.16003292585808093,-0.001643418283137077,0.14413777
808,"(1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",192,326,222,1.3298085405724482,1.2930082626050559,1.2944174
809,"(1, 1, 0, 0, 1, 0, 1, 0, 0, 1)",122,275,290,1.6107550689248131,2.0096655918488975,1.3016064
810,"(1, 1, 0, 0, 1, 0, 1, 0, 1, 0)",98,149,190,1.2180540025417461,1.8056802579618627,1.2817118
811,"(1, 1, 0, 0, 1, 0, 1, 0, 1, 1)",77,86,49,0.9117378505450724,0.7038408587883771,1.2953434
812,"(1, 1, 0, 0, 1, 0, 1, 1, 0, 0)",140,300,234,1.5608889329507878,1.6593523038158133,1.2775712
813,"(1, 1, 0, 0, 1, 0, 1, 1, 0, 1)",138,241,196,1.357002351606075,1.4972564756571194,1.293294
814,"(1, 1, 0, 0, 1, 0, 1, 1, 1, 0)",148,215,195,1.1738706603187863,1.4226950333348807,1.2500865
815,"(1, 1, 0, 0, 1, 0, 1, 1, 1, 1)",80,70,120,0.670769280948957,1.5498680709741248,1.279589
816,"(1, 1, 0, 0, 1, 1, 0, 0, 0, 0)",271,49,40,-0.8912405022877707,-0.743703319541867,-0.56710935
817,"(1, 1, 0, 0, 1, 1, 0, 0, 0, 1)",233,53,76,-0.6637985102133466,0.037010986545805036,-0.32645422
818,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0)",174,31,33,-0.8965115125437071,-0.48989876925753006,-0.70182776
819,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 1)",169,46,24,-0.4831122767601228,-0.7683959321322384,-0.5486516
820,"(1, 1, 0, 0, 1, 1, 0, 1, 0, 0)",320,87,103,-0.4915657500717292,0.021476456061179316,-0.7234931
821,"(1, 1, 0, 0, 1, 1, 0, 1, 0, 1)",257,37,30,-1.1128348666151513,-0.9704457003866485,-0.58688927
822,"(1, 1, 0, 0, 1, 1, 0, 1, 1, 0)",235,38,41,-0.9977316003158831,-0.5776355066924193,-0.7924292
823,"(1, 1, 0, 0, 1, 1, 0, 1, 1, 1)",247,73,68,-0.4068250943807319,-0.13079556151790017,-0.7136525
824,"(1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",180,286,211,1.2635237430738757,1.3066159234560093,1.1622212
825,"(1, 1, 0, 0, 1, 1, 1, 0, 0, 1)",149,241,186,1.280840990640511,1.3690000028081535,1.2345483
826,"(1, 1, 0, 0, 1, 1, 1, 0, 1, 0)",203,197,163,0.7726855954303993,0.9302731140298046,1.0448254
827,"(1, 1, 0, 0, 1, 1, 1, 0, 1, 1)",116,266,197,1.6276132821825737,1.6746197759466017,1.1712824
828,"(1, 1, 0, 0, 1, 1, 1, 1, 0, 0)",298,530,412,1.3768570064313328,1.471530699620169,1.009166
829,"(1, 1, 0, 0, 1, 1, 1, 1, 0, 1)",257,377,182,1.1844731692780506,0.8050532479696262,1.1513232
830,"(1, 1, 0, 0, 1, 1, 1, 1, 1, 0)",144,226,155,1.2507548336409087,1.2216489448787853,0.799646
831,"(1, 1, 0, 0, 1, 1, 1, 1, 1, 1)",137,338,181,1.701284980803326,1.4252796819694133,1.0263935
832,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 0)",1275,1570,1108,1.0105207329309662,1.0082552034954544,1.0994198
833,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 1)",1154,1666,1053,1.1694638183749806,1.0570187861952363,1.2011597
834,"(1, 1, 0, 1, 0, 0, 0, 0, 1, 0)",981,1040,554,0.8608843188405833,0.5779034854417913,0.9407309
835,"(1, 1, 0, 1, 0, 0, 0, 0, 1, 1)",660,834,503,1.0362164435792496,0.877349108269505,1.1119955
836,"(1, 1, 0, 1, 0, 0, 0, 1, 0, 0)",1739,2007,1363,0.9457926471831255,0.9050631262446553,0.8940358
837,"(1, 1, 0, 1, 0, 0, 0, 1, 0, 1)",1802,2480,1601,1.1217483190685642,1.0303275844748099,1.0843585
838,"(1, 1, 0, 1, 0, 0, 0, 1, 1, 0)",1224,1459,906,0.9780341503036352,0.8479730071861318,0.632852
839,"(1, 1, 0, 1, 0, 0, 0, 1, 1, 1)",1018,1253,818,1.0100552465502217,0.9300337306801671,0.9165097
840,"(1, 1, 0, 1, 0, 0, 1, 0, 0, 0)",877,1707,1537,1.4679703392934789,1.709118236480295,1.3057984
841,"(1, 1, 0, 1, 0, 0, 1, 0, 0, 1)",834,1691,1568,1.5087733738953935,1.7792887079319997,1.3071848
842,"(1, 1, 0, 1, 0, 0, 1, 0, 1, 0)",660,1252,1126,1.4420806736244625,1.6820873542379127,1.3033292
843,"(1, 1, 0, 1, 0, 0, 1, 0, 1, 1)",515,1032,839,1.4966542622181562,1.6358218064056191,1.3059772
844,"(1, 1, 0, 1, 0, 0, 1, 1, 0, 0)",1654,2763,2334,1.3154164556564776,1.492737562341657,1.3025194
845,"(1, 1, 0, 1, 0, 0, 1, 1, 0, 1)",1238,2449,2064,1.4843219804897108,1.6593523038158133,1.3055809
846,"(1, 1, 0, 1, 0, 0, 1, 1, 1, 0)",1130,1865,1771,1.303233463871249,1.5975333350987284,1.29708
847,"(1, 1, 0, 1, 0, 0, 1, 1, 1, 1)",819,1493,1134,1.4024465840145441,1.4736102697070268,1.3029144
848,"(1, 1, 0, 1, 0, 1, 0, 0, 0, 0)",1952,1028,505,0.16175936353745102,-0.2020585815393907,0.13129255
849,"(1, 1, 0, 1, 0, 1, 0, 0, 0, 1)",1539,1092,523,0.45968235134894414,0.07048066896318983,0.5145319
850,"(1, 1, 0, 1, 0, 1, 0, 0, 1, 0)",1354,410,278,-0.3904249602374863,-0.4318182714426131,-0.20026314
851,"(1, 1, 0, 1, 0, 1, 0, 0, 1, 1)",928,386,268,-0.0731454872039764,-0.09087067916217673,0.16844875
852,"(1, 1, 0, 1, 0, 1, 0, 1, 0, 0)",2824,1175,687,-0.07385095654188878,-0.263948125597375,-0.2660942
853,"(1, 1, 0, 1, 0, 1, 0, 1, 0, 1)",2240,961,491,-0.043124464555140185,-0.36767207725879625,0.08957884
