,seq,ni,no1,no2,F1_emp,F2_emp,F1_model,F2_model
540,"(1, 0, 0, 0, 0, 1, 1, 1, 0, 0)",1322,1265,737,0.7584989971692462,0.5648133405353394,0.5561606887821129,0.47237612343642404
541,"(1, 0, 0, 0, 0, 1, 1, 1, 0, 1)",1206,1003,607,0.6183926377342234,0.4628083409184581,0.4454160453206164,0.3315192398611387
542,"(1, 0, 0, 0, 0, 1, 1, 1, 1, 0)",940,747,447,0.5729983969691781,0.4063767728794282,0.47806466278168425,0.39806421989191726
543,"(1, 0, 0, 0, 0, 1, 1, 1, 1, 1)",862,568,273,0.3860043016229834,0.0012400953544648985,0.35385774168072537,0.2536856376309914
544,"(1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",66,26,10,-0.10631719480655666,-0.6582706665427729,-0.7715757593293021,-0.6090747211947604
545,"(1, 0, 0, 0, 1, 0, 0, 0, 0, 1)",51,25,20,0.1093913780201351,0.24180539919181832,-0.5876454295197884,-0.4418176355937119
546,"(1, 0, 0, 0, 1, 0, 0, 0, 1, 0)",64,17,4,-0.4814769534193919,-1.4164226774117141,-0.9870013202707101,-0.9319641807933096
547,"(1, 0, 0, 0, 1, 0, 0, 0, 1, 1)",72,8,11,-1.2906963052320914,-0.6570261113105682,-0.7258708622249761,-0.8044008717560849
548,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0)",93,9,18,-1.438171130695878,-0.45032912305374095,-0.6606212582282083,-0.44024589687389903
549,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 1)",118,33,16,-0.45022440991528767,-0.7973834690054908,-0.7308362338939209,-0.5206071746592944
550,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0)",58,17,27,-0.38462712742947436,0.40319374631930716,-0.9481356229826493,-0.90732641477921
551,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 1)",42,9,2,-0.6560764641194363,-1.5140611469756302,-0.9649567824853197,-1.0028133902198157
552,"(1, 0, 0, 0, 1, 0, 1, 0, 0, 0)",47,120,90,1.7271280932689306,1.7881851756587817,1.1474138954159927,1.3708212406505456
553,"(1, 0, 0, 0, 1, 0, 1, 0, 0, 1)",27,28,14,0.8376298783913506,0.5243723709768288,1.0703386605471077,1.339433482074035
554,"(1, 0, 0, 0, 1, 0, 1, 0, 1, 0)",32,28,10,0.6733268271000742,0.04991439138171283,1.2529784125940064,1.4350736747158606
555,"(1, 0, 0, 0, 1, 0, 1, 0, 1, 1)",56,34,10,0.31483535223494397,-0.496629314986357,1.1704017026908522,1.2423281194286675
556,"(1, 0, 0, 0, 1, 0, 1, 1, 0, 0)",54,89,100,1.2950150436778747,1.7563140116586111,0.9702649235156193,1.2275131982651815
557,"(1, 0, 0, 0, 1, 0, 1, 1, 0, 1)",30,77,76,1.725260180784526,2.05834489741836,0.8891340660245339,1.1156186972336601
558,"(1, 0, 0, 0, 1, 0, 1, 1, 1, 0)",23,75,51,1.9552180685184657,1.9217165682833044,0.9651677388126644,1.1211459145750746
559,"(1, 0, 0, 0, 1, 0, 1, 1, 1, 1)",40,104,50,1.742926842033296,1.3667802460698406,0.8547290942141316,0.8724616957414842
560,"(1, 0, 0, 0, 1, 1, 0, 0, 0, 0)",42,6,5,-1.0127514080581688,-0.8209139664156848,-1.4021728981844426,-1.2783431692923932
561,"(1, 0, 0, 0, 1, 1, 0, 0, 0, 1)",53,40,15,0.5271265787201138,-0.06786864427467054,-1.1594534723221959,-0.9984643689756176
562,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 0)",46,6,2,-1.101698894074665,-1.6030086329921263,-1.7398273066545287,-1.6844395604367344
563,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1)",63,29,13,0.04485285688256391,-0.3712990736945907,-1.3954234018466924,-1.4187035494795561
564,"(1, 0, 0, 0, 1, 1, 0, 1, 0, 0)",146,30,10,-0.7539068237135096,-1.4440106339305432,-1.3758025182540852,-1.1710674591479617
565,"(1, 0, 0, 0, 1, 1, 0, 1, 0, 1)",153,13,13,-1.5953567142182903,-1.249368592748548,-1.621879953907934,-1.333428183756734
566,"(1, 0, 0, 0, 1, 1, 0, 1, 1, 0)",80,31,12,-0.12617469329263187,-0.6809731171610796,-1.75262814838256,-1.7234867622644114
567,"(1, 0, 0, 0, 1, 1, 0, 1, 1, 1)",64,7,3,-1.2924071696357207,-1.6395662287259238,-1.9208274171639979,-1.875422197324168
568,"(1, 0, 0, 0, 1, 1, 1, 0, 0, 0)",67,86,40,1.0489389720585574,0.6425910415780237,0.6827001392114762,0.6910845654559754
569,"(1, 0, 0, 0, 1, 1, 1, 0, 0, 1)",82,80,72,0.7781471054559213,1.0201455134016157,0.6747324861416634,0.7924518197950837
570,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 0)",38,84,32,1.5816281689407503,0.9814725953866564,0.7218172737979556,0.6998085481433071
571,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1)",72,62,67,0.655213843823222,1.0775749440775382,0.7328324964032426,0.6653689929759594
572,"(1, 0, 0, 0, 1, 1, 1, 1, 0, 0)",92,112,50,0.997326884139165,0.5477528196208924,0.6678422498464694,0.6443941947347852
573,"(1, 0, 0, 0, 1, 1, 1, 1, 0, 1)",109,69,76,0.3505534348370231,0.7918517361110902,0.42116741811358693,0.4706335450797784
574,"(1, 0, 0, 0, 1, 1, 1, 1, 1, 0)",96,96,75,0.8025385585800804,0.9045490418327709,0.629215264706624,0.480366606001348
575,"(1, 0, 0, 0, 1, 1, 1, 1, 1, 1)",69,38,25,0.21760496266036788,0.15812797602194573,0.3777169965756627,0.1953672257484986
576,"(1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",605,297,185,0.09275205901617045,-0.03260663230629057,-0.1311833991050096,-0.1349269968992424
577,"(1, 0, 0, 1, 0, 0, 0, 0, 0, 1)",493,298,180,0.3004466147828443,0.14448819412772584,0.02027983247268969,-0.05210958420345503
578,"(1, 0, 0, 1, 0, 0, 0, 0, 1, 0)",357,135,73,-0.16533954208456791,-0.42794121314670797,-0.36338015732660023,-0.3148058351076756
579,"(1, 0, 0, 1, 0, 0, 0, 0, 1, 1)",330,121,72,-0.19555877206372596,-0.3631322541788491,-0.16447327191686156,-0.20470585537642233
580,"(1, 0, 0, 1, 0, 0, 0, 1, 0, 0)",662,346,215,0.1550883483410771,0.027030097548125243,-0.008522248010321193,-0.006942488106265951
581,"(1, 0, 0, 1, 0, 0, 0, 1, 0, 1)",528,395,193,0.5129643379762616,0.14539640725485148,0.0015639645258267026,-0.048877287867439057
582,"(1, 0, 0, 1, 0, 0, 0, 1, 1, 0)",552,158,94,-0.4439152407220228,-0.6129544298719714,-0.29915284907623385,-0.2719673625994051
583,"(1, 0, 0, 1, 0, 0, 0, 1, 1, 1)",419,94,117,-0.6838392610967927,-0.1210434067619266,-0.26542929478122473,-0.26205151641649865
584,"(1, 0, 0, 1, 0, 0, 1, 0, 0, 0)",413,683,439,1.3046305023773166,1.2094354331368151,1.207622337099292,1.4130643100765783
585,"(1, 0, 0, 1, 0, 0, 1, 0, 0, 1)",306,555,416,1.3964591052434656,1.4547651542614268,1.1823521573072948,1.372388535433863
586,"(1, 0, 0, 1, 0, 0, 1, 0, 1, 0)",282,701,545,1.7110250649626537,1.80569875815149,1.2329822570722158,1.4888621799484856
587,"(1, 0, 0, 1, 0, 0, 1, 0, 1, 1)",214,478,314,1.6036011278633326,1.5304612907477928,1.172454127841768,1.3538049521943771
588,"(1, 0, 0, 1, 0, 0, 1, 1, 0, 0)",643,1059,961,1.3008640195818397,1.5498424046111756,1.0864494047596507,1.3726823010423146
589,"(1, 0, 0, 1, 0, 0, 1, 1, 0, 1)",463,736,627,1.2652418985431617,1.451182294291766,1.1698918887791279,1.3743659348740715
590,"(1, 0, 0, 1, 0, 0, 1, 1, 1, 0)",381,525,463,1.122419162711215,1.3429906236695026,1.0148025838203165,1.336905475180856
591,"(1, 0, 0, 1, 0, 0, 1, 1, 1, 1)",375,530,493,1.1477114364321246,1.4214730538478506,1.0391808063281651,1.2687757348098336
592,"(1, 0, 0, 1, 0, 1, 0, 0, 0, 0)",766,142,125,-0.8771036125272684,-0.6576782143659556,-0.950941866136858,-1.0104499424212279
593,"(1, 0, 0, 1, 0, 1, 0, 0, 0, 1)",638,165,101,-0.5453781074409112,-0.6864049610434411,-0.6995778760988356,-0.820051860977399
594,"(1, 0, 0, 1, 0, 1, 0, 0, 1, 0)",451,112,60,-0.5837558025398102,-0.8542816356090972,-1.3190432118253193,-1.301509670632379
595,"(1, 0, 0, 1, 0, 1, 0, 0, 1, 1)",364,73,58,-0.7932937017982413,-0.6738332296269494,-0.9957512172458884,-1.058278034948858
596,"(1, 0, 0, 1, 0, 1, 0, 1, 0, 0)",973,202,126,-0.7656667660206673,-0.8886975371341213,-1.0453691653127921,-1.1323535838592893
597,"(1, 0, 0, 1, 0, 1, 0, 1, 0, 1)",943,163,106,-0.9477211797412217,-1.028770651633772,-1.1700337503571903,-1.2613288764115251
598,"(1, 0, 0, 1, 0, 1, 0, 1, 1, 0)",672,110,78,-0.9996765697523133,-0.9937707971278837,-1.438986771690931,-1.5106912020204932
599,"(1, 0, 0, 1, 0, 1, 0, 1, 1, 1)",842,141,69,-0.9786013418205142,-1.3399450359026739,-1.515529664267099,-1.5622648614244234
600,"(1, 0, 0, 1, 0, 1, 1, 0, 0, 0)",610,645,485,0.858241103191087,0.9196383447787211,0.8555966578495615,0.8870798270107912
601,"(1, 0, 0, 1, 0, 1, 1, 0, 0, 1)",516,693,480,1.0969676445784557,1.0763510756471546,0.940545722264227,0.9741180193160084
602,"(1, 0, 0, 1, 0, 1, 1, 0, 1, 0)",461,488,372,0.8593361569732136,0.9345402086118993,0.8008334552927585,0.8793752870477892
603,"(1, 0, 0, 1, 0, 1, 1, 0, 1, 1)",424,626,402,1.1913959302885844,1.0953740730720887,0.8750089209783425,0.8975830134458398
604,"(1, 0, 0, 1, 0, 1, 1, 1, 0, 0)",843,1140,660,1.104046413846199,0.9041280253055518,0.764210478945401,0.7549804535860929
605,"(1, 0, 0, 1, 0, 1, 1, 1, 0, 1)",743,810,472,0.8887655778624015,0.6955810337086636,0.7232206511306714,0.6897568928266787
606,"(1, 0, 0, 1, 0, 1, 1, 1, 1, 0)",698,688,439,0.7881290873599287,0.6856506647283193,0.6453581176309843,0.6335693642243782
607,"(1, 0, 0, 1, 0, 1, 1, 1, 1, 1)",557,391,251,0.4494414359892319,0.35359680517993497,0.5697883790139955,0.5240834164664111
608,"(1, 0, 0, 1, 1, 0, 0, 0, 0, 0)",45,6,10,-1.0801926888537012,-0.2822194436409018,-0.5095164979268104,-0.3074748012897235
609,"(1, 0, 0, 1, 1, 0, 0, 0, 0, 1)",55,23,10,-0.044759301807123286,-0.47892973788695614,-0.2840669623740424,-0.2503221595599037
610,"(1, 0, 0, 1, 1, 0, 0, 0, 1, 0)",20,11,3,0.24292277064465762,-0.5097013965537098,-0.7948979615508619,-0.6098028175792062
611,"(1, 0, 0, 1, 1, 0, 0, 0, 1, 1)",23,16,2,0.4576980722883509,-0.9309148616300131,-0.5133659309246705,-0.6330846407261224
612,"(1, 0, 0, 1, 1, 0, 0, 1, 0, 0)",118,17,7,-1.0862131766352843,-1.5511552713818708,-0.4722158629124294,-0.2645030224970294
613,"(1, 0, 0, 1, 1, 0, 0, 1, 0, 1)",41,8,6,-0.7379064823670687,-0.6432327891782323,-0.4365029538966626,-0.37959934294529957
614,"(1, 0, 0, 1, 1, 0, 0, 1, 1, 0)",27,7,2,-0.45022440991528767,-1.0850655414572716,-0.8103752693285061,-0.6805357827649806
615,"(1, 0, 0, 1, 1, 0, 0, 1, 1, 1)",28,3,1,-1.178462910286503,-1.5256219693767061,-0.7423861773124938,-0.851498489181373
616,"(1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",32,132,118,2.196380125335354,2.431142611694872,1.2253722883535645,1.520710839286213
617,"(1, 0, 0, 1, 1, 0, 1, 0, 0, 1)",23,28,29,0.9917805582186088,1.3716702313640323,1.2927057046593646,1.4789073198983003
618,"(1, 0, 0, 1, 1, 0, 1, 0, 1, 0)",19,13,10,0.44586361464134794,0.5506896792942022,1.2667474801728567,1.5534259194960558
619,"(1, 0, 0, 1, 1, 0, 1, 0, 1, 1)",19,50,18,1.738631917750415,1.097233385662272,1.3074617882815902,1.3095239150845484
620,"(1, 0, 0, 1, 1, 0, 1, 1, 0, 0)",39,58,25,1.1911965483718636,0.7177437639573684,1.034267980674167,1.3342720123391458
621,"(1, 0, 0, 1, 1, 0, 1, 1, 0, 1)",27,75,45,1.8010673886912076,1.6449635663637137,1.1619544532959918,1.2873311517045756
622,"(1, 0, 0, 1, 1, 0, 1, 1, 1, 0)",47,50,46,0.8631631803965152,1.1274732708519903,0.984292331633498,1.2268536891218602
623,"(1, 0, 0, 1, 1, 0, 1, 1, 1, 1)",32,53,15,1.2950150436778747,0.42460784082312364,1.0615533839850781,1.002382422372309
624,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0)",64,22,20,-0.23635449538640696,0.018661847877608606,-1.364144743038575,-1.169350470245865
625,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 1)",50,3,3,-1.742992713024355,-1.3970045915546128,-1.0750325317148426,-0.9564231042861322
626,"(1, 0, 0, 1, 1, 1, 0, 0, 1, 0)",45,0,5,-3.026102837909015,-0.8883552472112175,-1.8036870442831532,-1.6068943097943804
627,"(1, 0, 0, 1, 1, 1, 0, 0, 1, 1)",32,2,4,-1.5953567142182903,-0.7385429689825571,-1.4340079871766283,-1.4488504215071571
628,"(1, 0, 0, 1, 1, 1, 0, 1, 0, 0)",71,15,11,-0.7015388381961938,-0.6432327891782323,-1.383335068584643,-1.1835094148821454
629,"(1, 0, 0, 1, 1, 1, 0, 1, 0, 1)",26,4,6,-0.8838603949901485,-0.20140003689919328,-1.5186110398387809,-1.337452172639607
630,"(1, 0, 0, 1, 1, 1, 0, 1, 1, 0)",47,8,13,-0.8714378749915912,-0.08361700124280969,-1.8427377304666024,-1.7368898520744762
631,"(1, 0, 0, 1, 1, 1, 0, 1, 1, 1)",20,1,2,-1.5488366985833972,-0.7973834690054908,-1.921253168011126,-1.9211480085958337
632,"(1, 0, 0, 1, 1, 1, 1, 0, 0, 0)",55,55,52,0.8025385585800804,1.0934669028667952,0.7583268942772428,0.9032724565723055
633,"(1, 0, 0, 1, 1, 1, 1, 0, 0, 1)",52,57,37,0.8926896555743778,0.8158209262240865,0.8996414721003464,1.0373769596141973
634,"(1, 0, 0, 1, 1, 1, 1, 0, 1, 0)",33,36,19,0.8870959466081434,0.6178984289876522,0.7013227134131517,0.828450193690924
635,"(1, 0, 0, 1, 1, 1, 1, 0, 1, 1)",41,62,41,1.2080036666882448,1.1485266800498226,0.8405025337485583,0.7860071989134474
636,"(1, 0, 0, 1, 1, 1, 1, 1, 0, 0)",81,77,48,0.752528138005419,0.6336277308961961,0.7576068297434992,0.817873692036867
637,"(1, 0, 0, 1, 1, 1, 1, 1, 0, 1)",55,57,37,0.8376298783913506,0.7607611490410592,0.7246229078417583,0.7522196922929975
638,"(1, 0, 0, 1, 1, 1, 1, 1, 1, 0)",42,5,4,-1.166902087885427,-1.0032355232096393,0.642169390174091,0.6007861720630101
639,"(1, 0, 0, 1, 1, 1, 1, 1, 1, 1)",24,17,3,0.4740344916080443,-0.6840547836984876,0.583244398711475,0.3831527534083861
640,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",1301,554,378,-0.050150150441999664,-0.08559393763626577,-0.1915348391416615,-0.13171842295421482
641,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 1)",1147,659,393,0.24900181672103994,0.07910101246824475,0.056630423885148745,0.050372372056591064
642,"(1, 0, 1, 0, 0, 0, 0, 0, 1, 0)",900,244,206,-0.49970848848353056,-0.3222597842931463,-0.4729641935396383,-0.37901354618237426
643,"(1, 0, 1, 0, 0, 0, 0, 0, 1, 1)",788,284,146,-0.21573858199714335,-0.5318070540173152,-0.1594607244076952,-0.16338811294634586
644,"(1, 0, 1, 0, 0, 0, 0, 1, 0, 0)",1980,1026,622,0.1455787218100878,-0.008283847861275229,0.061380379564415104,0.09430806925819868
645,"(1, 0, 1, 0, 0, 0, 0, 1, 0, 1)",1763,800,470,0.013060269081702991,-0.17195446250049629,0.049205143375209204,0.04970451392356421
646,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 0)",1233,397,285,-0.32902564060081496,-0.31349771359565803,-0.3066694819435453,-0.2783884936978999
647,"(1, 0, 1, 0, 0, 0, 0, 1, 1, 1)",1334,453,267,-0.27605081421292166,-0.4571729102736706,-0.2773128241007964,-0.2648893318986983
648,"(1, 0, 1, 0, 0, 0, 1, 0, 0, 0)",1092,2118,1448,1.4645566286718408,1.4304741341939664,1.2006297952066731,1.3185648981971012
649,"(1, 0, 1, 0, 0, 0, 1, 0, 0, 1)",933,1751,1430,1.4315753918475744,1.5751790213774308,1.188249464328357,1.3175209263850436
650,"(1, 0, 1, 0, 0, 0, 1, 0, 1, 0)",708,1257,964,1.3759614693083386,1.456799254856681,1.243278790694826,1.4222513283146891
651,"(1, 0, 1, 0, 0, 0, 1, 0, 1, 1)",655,1022,811,1.246872535587618,1.3618662312674115,1.2135350626511534,1.333077974580995
652,"(1, 0, 1, 0, 0, 0, 1, 1, 0, 0)",1818,3220,2553,1.373943529393157,1.487900538124185,1.1666087247650823,1.354593630856461
653,"(1, 0, 1, 0, 0, 0, 1, 1, 0, 1)",1254,2339,1744,1.4255539153659433,1.478145663120466,1.1439775775237762,1.2939669296303955
654,"(1, 0, 1, 0, 0, 0, 1, 1, 1, 0)",991,1823,1340,1.4116026219294842,1.4499744560466283,1.0840643150753158,1.3064499617974499
655,"(1, 0, 1, 0, 0, 0, 1, 1, 1, 1)",777,1537,1106,1.4840501844672782,1.5012090885800677,1.0202634585954748,1.1822619575583613
656,"(1, 0, 1, 0, 0, 1, 0, 0, 0, 0)",1890,362,303,-0.8479196758135263,-0.6793066872024132,-1.0850024575817923,-1.0452676035782809
657,"(1, 0, 1, 0, 0, 1, 0, 0, 0, 1)",1705,452,257,-0.52347604398851,-0.7404204630801843,-0.7524852850347836,-0.8204847529158997
658,"(1, 0, 1, 0, 0, 1, 0, 0, 1, 0)",1391,341,189,-0.6011475452516795,-0.8429460886840561,-1.4765705497268926,-1.3766024050200976
659,"(1, 0, 1, 0, 0, 1, 0, 0, 1, 1)",1033,174,124,-0.9738655225647801,-0.9643496377162508,-1.0542308203653818,-1.0927339289282678
660,"(1, 0, 1, 0, 0, 1, 0, 1, 0, 0)",2727,561,364,-0.7772836104895813,-0.8628999853310386,-1.0646597790016075,-1.0479847455908888
661,"(1, 0, 1, 0, 0, 1, 0, 1, 0, 1)",2493,517,322,-0.7691293254004183,-0.8954641229675024,-1.2271346617114842,-1.2445174068130522
662,"(1, 0, 1, 0, 0, 1, 0, 1, 1, 0)",2075,366,183,-0.9302978376511286,-1.2747358066269712,-1.5099307961020472,-1.5068528404259915
663,"(1, 0, 1, 0, 0, 1, 0, 1, 1, 1)",1607,273,196,-0.9670797847707611,-0.9510160409511004,-1.6063894340706,-1.6197317973100929
664,"(1, 0, 1, 0, 0, 1, 1, 0, 0, 0)",1615,1560,958,0.7679112400144718,0.6267085158522202,0.6801594530038787,0.5910437580887041
665,"(1, 0, 1, 0, 0, 1, 1, 0, 0, 1)",1589,1854,921,0.9566892384073388,0.6035826083921392,0.7624495173921005,0.6528251401281132
666,"(1, 0, 1, 0, 0, 1, 1, 0, 1, 0)",1126,1012,691,0.6958955487889875,0.6607981216277159,0.6684511756820516,0.6383689901604432
667,"(1, 0, 1, 0, 0, 1, 1, 0, 1, 1)",1039,1289,742,1.0179600638003798,0.8122467326321634,0.7578621936142858,0.6375719774824422
668,"(1, 0, 1, 0, 0, 1, 1, 1, 0, 0)",2464,2621,1356,0.864284136426935,0.5516112534079012,0.6604410461424995,0.5564996423636461
669,"(1, 0, 1, 0, 0, 1, 1, 1, 0, 1)",2220,1813,993,0.6001153653607348,0.34455106281196923,0.4978287381268619,0.36407713344994364
670,"(1, 0, 1, 0, 0, 1, 1, 1, 1, 0)",1624,1436,856,0.6795883498952675,0.5087015038837644,0.5564569457973971,0.44986292159343916
671,"(1, 0, 1, 0, 0, 1, 1, 1, 1, 1)",1417,1105,604,0.5540410335702877,0.2967524309885913,0.3771592792525935,0.21943009687094026
672,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 0)",117,26,27,-0.6723091998812554,-0.28995343424063824,-0.7176656442399983,-0.5597346165948951
673,"(1, 0, 1, 0, 1, 0, 0, 0, 0, 1)",112,13,28,-1.2857919305170016,-0.21156530867604384,-0.5577834042845392,-0.40961247982320304
674,"(1, 0, 1, 0, 1, 0, 0, 0, 1, 0)",98,12,21,-1.2276319340929727,-0.35555071672645155,-1.008496508420331,-0.9156061228967404
675,"(1, 0, 1, 0, 1, 0, 0, 0, 1, 1)",45,5,8,-1.2343433686809597,-0.4828901391030529,-0.7746372211183548,-0.839666379812028
676,"(1, 0, 1, 0, 1, 0, 0, 1, 0, 0)",151,58,41,-0.14380451836047659,-0.13768422251308543,-0.5091551039615132,-0.4335839745726588
677,"(1, 0, 1, 0, 1, 0, 0, 1, 0, 1)",151,41,29,-0.48367234398282766,-0.4741564591342984,-0.6579729707175198,-0.5576529378675366
678,"(1, 0, 1, 0, 1, 0, 0, 1, 1, 0)",156,33,26,-0.7273467221520662,-0.6118822592941564,-0.8809505751995328,-0.9434156282962056
679,"(1, 0, 1, 0, 1, 0, 0, 1, 1, 1)",81,11,10,-1.1192740388961724,-0.8602972944160601,-0.9795977066822006,-1.1170989063694494
680,"(1, 0, 1, 0, 1, 0, 1, 0, 0, 0)",117,215,181,1.4071323417985806,1.5818487426609533,1.1781751969592809,1.3758878088099933
681,"(1, 0, 1, 0, 1, 0, 1, 0, 0, 1)",53,59,35,0.9078990742379067,0.7430615719416582,1.0961291351323426,1.3674122049795918
682,"(1, 0, 1, 0, 1, 0, 1, 0, 1, 0)",43,93,86,1.561643706931823,1.8302451647861453,1.280622659913907,1.4503642442728801
683,"(1, 0, 1, 0, 1, 0, 1, 0, 1, 1)",59,153,109,1.7451465987716088,1.754662483620138,1.1898520421629963,1.2460422266086404
684,"(1, 0, 1, 0, 1, 0, 1, 1, 0, 0)",155,220,149,1.1508452528482962,1.1093059668965413,1.11517858883065,1.2509966033666549
685,"(1, 0, 1, 0, 1, 0, 1, 1, 0, 1)",152,168,124,0.9019993521107185,0.9464024959596883,0.9745221031452722,1.1354415204011163
686,"(1, 0, 1, 0, 1, 0, 1, 1, 1, 0)",167,228,144,1.1122965827310611,1.001296443067138,1.0980885466596533,1.1450842319591803
687,"(1, 0, 1, 0, 1, 0, 1, 1, 1, 1)",80,154,75,1.4515145208268883,1.084810865663715,0.9249011929771246,0.8582508140684174
688,"(1, 0, 1, 0, 1, 1, 0, 0, 0, 0)",156,23,17,-1.075653416420282,-1.0173473674023206,-1.4950872805183388,-1.314253176800857
689,"(1, 0, 1, 0, 1, 1, 0, 0, 0, 1)",85,7,15,-1.5723671959935916,-0.5332318939639038,-1.2870912137320398,-1.073244928895718
690,"(1, 0, 1, 0, 1, 1, 0, 0, 1, 0)",101,11,19,-1.3375276049161904,-0.48071385968045743,-1.9143131325994514,-1.7781992945726746
691,"(1, 0, 1, 0, 1, 1, 0, 0, 1, 1)",121,20,10,-0.9569600484297531,-1.2575990918850635,-1.607855667757266,-1.585822453150289
692,"(1, 0, 1, 0, 1, 1, 0, 1, 0, 0)",224,46,11,-0.7634142419142811,-1.7826670723665972,-1.358551790655572,-1.2240887422015791
693,"(1, 0, 1, 0, 1, 1, 0, 1, 0, 1)",189,17,17,-1.5541137556842408,-1.2081256342144986,-1.693907386621608,-1.4518927559021144
694,"(1, 0, 1, 0, 1, 1, 0, 1, 1, 0)",77,20,4,-0.5096478303860883,-1.598744234205669,-1.8258246676397272,-1.8441268610604453
695,"(1, 0, 1, 0, 1, 1, 0, 1, 1, 1)",157,16,9,-1.4268431303906703,-1.6114832599830984,-2.086525177623055,-2.0959942023351203
696,"(1, 0, 1, 0, 1, 1, 1, 0, 0, 0)",116,118,91,0.8194881168938536,0.9081413223011068,0.6936009001716013,0.7022961129057359
697,"(1, 0, 1, 0, 1, 1, 1, 0, 0, 1)",73,99,62,1.103643651364002,0.9875963132371854,0.6699871509218419,0.804839918408673
698,"(1, 0, 1, 0, 1, 1, 1, 0, 1, 0)",106,51,41,0.08095344269960159,0.2133674638712847,0.723434840162591,0.6963764170664591
699,"(1, 0, 1, 0, 1, 1, 1, 0, 1, 1)",79,83,40,0.8513287227495124,0.4800721120802487,0.7155808856982282,0.6286247959397844
700,"(1, 0, 1, 0, 1, 1, 1, 1, 0, 0)",253,176,139,0.44135402413537295,0.5528348356405903,0.8055044453333552,0.6995894858800429
701,"(1, 0, 1, 0, 1, 1, 1, 1, 0, 1)",130,110,60,0.6368714366912629,0.38420322102198234,0.4886287161842867,0.5004326507087389
702,"(1, 0, 1, 0, 1, 1, 1, 1, 1, 0)",145,161,63,0.906528272104128,0.323803141701158,0.7487184623533664,0.5111491295050575
703,"(1, 0, 1, 0, 1, 1, 1, 1, 1, 1)",133,95,54,0.4690469500970052,0.2580200653313822,0.4237962159165162,0.16626494661275523
704,"(1, 0, 1, 1, 0, 0, 0, 0, 0, 0)",791,745,441,0.7427027669694154,0.5652751703130948,0.3507214219209097,0.3557072004932407
705,"(1, 0, 1, 1, 0, 0, 0, 0, 0, 1)",836,696,384,0.619499898851129,0.3719459438481315,0.443482433497692,0.3441437547887125
706,"(1, 0, 1, 1, 0, 0, 0, 0, 1, 0)",567,376,282,0.39266232730693973,0.4518521589719089,0.03759942851254586,0.14389759482307898
707,"(1, 0, 1, 1, 0, 0, 0, 0, 1, 1)",494,216,184,-0.022121850448150404,0.16432474255945717,0.1745810130316641,0.12512809903086097
708,"(1, 0, 1, 1, 0, 0, 0, 1, 0, 0)",1261,1032,677,0.6023079845985605,0.5272209248890598,0.5215227446159767,0.48282245613586705
709,"(1, 0, 1, 1, 0, 0, 0, 1, 0, 1)",1029,1104,641,0.872825091308252,0.6758009025161024,0.41835193591496816,0.31993406129425217
710,"(1, 0, 1, 1, 0, 0, 0, 1, 1, 0)",799,480,340,0.29379410101791414,0.2957974296654121,0.14109110511863704,0.17609772506605947
711,"(1, 0, 1, 1, 0, 0, 0, 1, 1, 1)",606,341,145,0.22882050458318737,-0.27639548930133917,0.05833455728678632,0.03057135904536872
712,"(1, 0, 1, 1, 0, 0, 1, 0, 0, 0)",650,1401,1105,1.5696839839660464,1.6785222199235335,1.366325375881531,1.555303864097316
713,"(1, 0, 1, 1, 0, 0, 1, 0, 0, 1)",631,1334,944,1.5503357352675728,1.550822213396708,1.3014302389846175,1.4602943346297506
714,"(1, 0, 1, 1, 0, 0, 1, 0, 1, 0)",383,643,610,1.3195947320967072,1.612981086633691,1.3830483096832187,1.6423770146083632
715,"(1, 0, 1, 1, 0, 0, 1, 0, 1, 1)",385,753,505,1.4720935571232057,1.4192259798724574,1.2796721424581516,1.4184974149062488
716,"(1, 0, 1, 1, 0, 0, 1, 1, 0, 0)",897,1975,1761,1.5911983685856939,1.822561418243748,1.3098889397366196,1.5751476211533528
717,"(1, 0, 1, 1, 0, 0, 1, 1, 0, 1)",865,1514,1121,1.3618243679611148,1.407509857570029,1.299151665414941,1.4959247634801334
718,"(1, 0, 1, 1, 0, 0, 1, 1, 1, 0)",671,1365,1099,1.5119222581876661,1.641333798313135,1.2207293293813954,1.540876986816094
719,"(1, 0, 1, 1, 0, 0, 1, 1, 1, 1)",500,888,718,1.3760296930091203,1.5097819366860046,1.1477047126583855,1.3573521378169393
